Price Date,Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
08-11-2017,960.25,961.85,947.5,952.3,2564719195,88636,2684997
07-11-2017,926.25,960,925.85,955.5,6393285439,145532,6721410
06-11-2017,923.15,935,922.65,928.7,2349782381,69707,2533267
03-11-2017,917,929.9,916.95,926.65,1713353953,51904,1849543
02-11-2017,923.05,926,920,922.9,2162955678,81286,2343069
01-11-2017,925,929.4,923.3,927.05,2607904113,59211,2816567
31-10-2017,925,930,920,921.85,4602897345,68301,4977494
30-10-2017,954.65,954.65,941.05,944.1,6140238516,120848,6484163
27-10-2017,955,957.7,944,946.35,4044495152,108092,4262478
26-10-2017,942,951.8,940.1,947.35,15928597286,144857,16829629
25-10-2017,919,944.7,915.25,935.3,6530973260,176833,6992067
24-10-2017,946,946.65,921.6,926.5,6782341418,117978,7264664
23-10-2017,930,942,928.1,939.5,4284920340,105211,4577048
19-10-2017,930,932,925.2,926.95,506094102.6,13886,545717
18-10-2017,928.9,930,922.95,924.35,3350868643,78889,3615926
17-10-2017,936.8,936.8,929.5,930.5,2621611619,77515,2812551
16-10-2017,935.95,942,933,939,2700304306,78589,2879375
13-10-2017,932.8,933.5,927.55,930.1,3337968430,104364,3590364
12-10-2017,930,934.35,919.55,927.3,4753015820,108653,5140486
11-10-2017,935.45,938,928,930.7,2788647778,95474,2991252
10-10-2017,939.95,939.95,929.55,935.45,3341105876,103093,3571610
09-10-2017,920,929,914,923.9,1618746285,39646,1752416
06-10-2017,904,922,903.95,920.15,3929315140,76214,4287154
05-10-2017,900,904.95,899,903.05,3887063883,46048,4305650
04-10-2017,903,905.4,897.15,899.6,2248997167,81198,2495746
03-10-2017,910.1,912,901.6,903.55,2240392336,98569,2473761
29-09-2017,898,902.4,895,899.9,2565651057,79579,2852916
28-09-2017,896.1,903.9,894.3,896,7871666208,135425,8768633
27-09-2017,906.1,907.9,895.1,899.8,2701542236,88378,3000069
26-09-2017,897,908.4,894.3,905.9,3315416203,101232,3683239
25-09-2017,901,901.95,889.1,895.35,4064084916,83796,4544350
22-09-2017,908.15,910.25,888,898.3,7898273388,101141,8802044
21-09-2017,915,915.25,908.15,909.55,3736951963,42387,4102076
20-09-2017,917,917,907.45,912.7,2627153268,46614,2883915
19-09-2017,908,916,903.5,912.25,2748642130,79618,3016665
18-09-2017,910,917.75,906.3,909.1,3868513182,77992,4237930
15-09-2017,892.3,913.25,892.2,908.25,6089408744,99888,6729730
14-09-2017,884.5,896.6,881.6,892.4,6105328297,110957,6849003
13-09-2017,885.5,887.6,881,883.75,5071927188,136009,5739114
12-09-2017,882.55,887.75,878.8,884.05,7603270020,94378,8620677
11-09-2017,890.4,891.8,873.65,878.7,6072846748,145836,6893821
08-09-2017,899,899,882.1,884.3,3820696332,78811,4302271
07-09-2017,900,900.5,892.35,895.75,2796180948,74906,3120596
06-09-2017,900,900.3,890,895.6,3459475483,126593,3867955
05-09-2017,902,905,897.25,901.9,4407506232,79400,4891696
04-09-2017,921,921.1,893.5,900.2,4600718442,141455,5088554
01-09-2017,915.95,925.9,910,919.95,3877809876,81607,4216961
31-08-2017,928.8,928.95,912.9,914.95,6886139481,174045,7511226
30-08-2017,937.2,939,924.1,926.65,7514125822,147639,8074832
29-08-2017,941.45,942,925.55,927.45,6240109664,148591,6684696
28-08-2017,943.95,953.95,938,941,19232850863,339901,20356054
24-08-2017,910,918.25,902.35,912.15,19298432842,379260,21190262
23-08-2017,880,903.7,873.9,892.8,27282913879,431562,30642095
22-08-2017,895.2,897.05,860,875.4,21575553324,436450,24621299
21-08-2017,924,924,870,873.4,40171479151,844350,45203588
18-08-2017,1017.9,1017.9,884.2,923.25,76625024333,1192900,82202480
17-08-2017,1005,1029.25,998.05,1020.85,13054759561,219380,12892130
16-08-2017,982,986.1,969,975.2,3014254126,73688,3089040
14-08-2017,988,989.2,977.15,981.45,1873162936,83142,1908235
11-08-2017,976,997,969.6,987.7,3228922463,85957,3272078
10-08-2017,969.9,987.5,969.35,981.25,4488072667,118468,4570342
09-08-2017,967.65,973.9,964.55,969.35,1901504150,74542,1961205
08-08-2017,968.5,970.25,955.05,963.85,2892578681,83371,3002324
07-08-2017,983.5,983.75,965.7,968.25,2952834608,75997,3036872
04-08-2017,988,989,976.05,983.75,2625108705,54851,2674509
03-08-2017,991,998.75,980.25,984,2292869697,64881,2320174
02-08-2017,1006,1012.75,987.2,993.35,2126780545,64338,2128792
01-08-2017,1011,1017,998.35,1005.55,3865373993,74672,3844699
31-07-2017,991.9,1021.7,986.75,1011.2,9653593591,194493,9579124
28-07-2017,976,1003,962.3,997.35,5478201640,92083,5549214
27-07-2017,996,1004,966.8,971.05,6222055607,100543,6338426
26-07-2017,998.1,999,990.4,994.05,3413852845,104013,3435012
25-07-2017,990,999,986.2,993.85,3547155444,104586,3572807
24-07-2017,983.5,994,982.6,990.55,3032646958,110820,3064588
21-07-2017,973,982.55,971.4,980.1,2925921840,68179,2990377
20-07-2017,979.3,979.85,966.95,969.45,3305085666,101526,3404870
19-07-2017,981.45,988.65,969.1,979.85,2874801640,105595,2945139
18-07-2017,986.05,1004.8,981.1,985.6,4112296075,93509,4130090
17-07-2017,975,992,974,984.05,3789602386,85783,3849125
14-07-2017,999.45,1006.85,966.05,972.05,11076697426,246571,11239090
13-07-2017,977.25,983.45,964.1,977.05,2525724825,74502,2585196
12-07-2017,974.95,981.5,968.75,972.35,3057672504,77201,3137988
11-07-2017,956.65,989.5,956.65,975.35,5648578195,113632,5769854
10-07-2017,945,1028.9,937.3,957.05,808125207.5,17862,847546
07-07-2017,943.85,945.45,933.05,935.4,2711621746,98641,2888443
06-07-2017,945,957,944.2,947,1819345351,56849,1914860
05-07-2017,959,959,945.4,950.9,2008422007,58308,2113114
04-07-2017,953.85,970,949.4,962.15,2485762341,54690,2583863
03-07-2017,941.1,955,934.6,951.9,2406192366,62128,2544462
30-06-2017,930.8,938,929,935.55,1970090052,64325,2108350
29-06-2017,930.2,947.95,926.6,930.2,7440838110,103952,7957020
28-06-2017,932.8,933,921,924.7,2733310089,98295,2952612
27-06-2017,945,948,923.75,927.05,3207420227,113272,3452330
23-06-2017,945,949.15,938,943.25,3021488880,118944,3201509
22-06-2017,947.7,968.7,935.1,940.15,4513895878,115123,4732621
21-06-2017,945,949,936.05,943.35,1757791621,59945,1867932
20-06-2017,935,946.9,934.05,943.55,2444471885,105790,2592198
19-06-2017,939.95,940.25,928,929.85,3194759665,82075,3427930
16-06-2017,949.1,953.85,936,940.25,5159269025,109487,5474225
15-06-2017,959.65,967.95,949.6,952.1,2642752622,67490,2764031
14-06-2017,960,961.9,951.2,958.6,3559194777,90312,3719055
13-06-2017,953.5,962.95,951.6,957.8,2365833764,69355,2468897
12-06-2017,943.35,965.2,940.1,963.85,4097996731,89686,4295838
09-06-2017,938.55,950.95,923,948.6,6918028230,161124,7378831
08-06-2017,962.95,962.95,948.15,956.45,2951501577,88147,3097676
07-06-2017,985,988.9,945,961.3,6001805446,139990,6227523
06-06-2017,965,987.5,964.4,979.35,3434525874,83178,3504343
05-06-2017,970,972,957.05,958.75,2626761463,83794,2731349
02-06-2017,973.4,975.45,964.2,969.45,1897792689,48927,1958983
01-06-2017,969.3,979.7,958.55,971.4,2670262585,81421,2754303
31-05-2017,993.55,993.55,974.85,977.05,3805051203,121323,3881950
30-05-2017,982,1000,978.65,996.2,1850003638,62012,1858455
29-05-2017,990.9,996.7,975.7,985.15,3100929032,83084,3154217
26-05-2017,987,1000,980.6,995.7,2479193882,63671,2494002
25-05-2017,961,986.6,961,983.3,5105249719,76160,5219257
24-05-2017,960,965.5,949.6,954.8,2700826858,56898,2818143
23-05-2017,964.65,967,954.1,957.3,1939514665,80122,2019991
22-05-2017,958.4,966.9,956.55,961.45,2647754820,99616,2751526
19-05-2017,961.5,962.7,947.85,957.95,2031155370,88897,2128698
18-05-2017,943,973.9,942.85,961.75,3878281748,120990,4028924
17-05-2017,951.6,958.45,943.85,952.8,1384109512,75429,1457754
16-05-2017,953.1,960.15,946.95,955,2920775219,71808,3065084
15-05-2017,963.5,963.5,949.1,951.55,3471579745,75335,3648582
12-05-2017,953,966,951.45,964.25,5269035238,111297,5489998
11-05-2017,946.85,949.85,937.55,944.1,1526662167,67623,1614741
10-05-2017,947.15,950,937.15,943.65,1586652710,54391,1682151
09-05-2017,950.6,951.95,942.1,946.65,2675013934,97850,2824686
08-05-2017,938,948.55,932,945.5,2213917286,99288,2353549
05-05-2017,936,937.35,920,931.5,2054687486,108343,2216394
04-05-2017,937,939.65,928.9,937.65,2470785901,104986,2639903
03-05-2017,926.5,939.1,917.65,934.3,2171737625,74214,2329724
02-05-2017,924,926.4,915.1,922.6,1488984260,85885,1615563
28-04-2017,926.85,927.4,915.6,918.95,2313115919,79880,2514851
27-04-2017,916,929,916,925.25,3601521629,113696,3898604
26-04-2017,929.95,935.55,910.2,914.25,4165168442,125006,4542248
25-04-2017,925.9,933,920.55,929.35,2200992057,104070,2368530
24-04-2017,917.5,928.5,913,926.55,2555623447,78246,2778333
21-04-2017,934.8,934.8,921.1,923.7,1655346159,62461,1788733
20-04-2017,921.5,929.7,918.55,927.3,2102780031,104880,2274500
19-04-2017,923,930,912.65,919.2,4618541692,123370,5035851
18-04-2017,924.75,934,919.1,922.65,2150985535,77903,2323759
17-04-2017,930,932.1,923.5,924.9,3340781677,110168,3606717
13-04-2017,970,990,926.65,931.4,14603160521,368460,15486594
12-04-2017,970,976.9,960.35,968.85,3245103251,86217,3348376
11-04-2017,956.05,971.7,956.05,967.15,4181469033,104526,4327733
10-04-2017,984.9,989.5,950.1,953.4,4597514332,94190,4764236
07-04-2017,1000.9,1000.9,979,981.55,3156004780,97036,3202254
06-04-2017,998.15,1005.8,992,999.6,2690729251,80666,2689504
05-04-2017,1005,1005.4,991,995.95,3691274935,155256,3699169
03-04-2017,1032.15,1032.45,1006.1,1008.8,2181287096,66898,2157800
31-03-2017,1023.25,1029.3,1008,1022.25,7214831803,96201,7076927
30-03-2017,1034,1035.9,1020.25,1025.5,6237092368,94441,6078590
29-03-2017,1034.3,1041.5,1025.85,1031.85,3603938737,60565,3490593
28-03-2017,1031.5,1039,1030.05,1035.15,2482850262,69503,2398398
27-03-2017,1027.2,1041.85,1024.5,1028.85,3968617436,118204,3842412
24-03-2017,1038,1044,1027.7,1031.4,2523166659,75313,2441948
23-03-2017,1028.25,1043,1026.6,1040.45,2337555355,70900,2250831
22-03-2017,1022.45,1039.95,1020.4,1027.7,2052872403,69882,1995426
21-03-2017,1020.9,1034.95,1018.8,1032.85,2505412044,61479,2434792
20-03-2017,1026.55,1026.55,1015.1,1021.5,2258652533,85988,2213694
17-03-2017,1035.4,1042.9,1019.25,1040.3,4915686887,132876,4753923
16-03-2017,1013.3,1031.7,1013.3,1028.85,3434894916,91634,3351478
15-03-2017,1034.9,1034.9,1007.5,1011.95,3230988617,135842,3186989
14-03-2017,1022.8,1041.9,1022.8,1034.8,4073612175,93944,3939198
10-03-2017,1015,1027.65,1013.4,1021.85,2324657633,66765,2275162
09-03-2017,1007.8,1013,999,1011.55,1754027663,80001,1740315
08-03-2017,1016.9,1016.9,1004.45,1007.8,3117465750,65695,3089588
07-03-2017,1022,1025.8,1014.7,1019.8,2369267970,74091,2322248
06-03-2017,1020.05,1035.95,1019.7,1033.9,2723532993,71674,2643193
03-03-2017,1010.25,1034.3,1000.4,1031.2,2757727851,74416,2700806
02-03-2017,1024.4,1028,1016.5,1023.3,1509698903,42399,1474249
01-03-2017,1012,1027,1010.1,1025.15,2193095873,114684,2141224
28-02-2017,1011.85,1022.7,1009.25,1012.4,3014022678,93851,2970066
27-02-2017,1007.3,1023,1006.95,1012.4,2710714927,83469,2664348
23-02-2017,998.9,1020,993.35,1008.85,4816916303,103839,4771328
22-02-2017,1015,1015,986.4,990.15,3285353834,121253,3303919
21-02-2017,1022.1,1024.5,1000.05,1013.6,3862010544,86430,3806998
20-02-2017,996.5,1031,993.5,1010.25,2331129298,57830,2325331
17-02-2017,1013.75,1013.75,992.7,1000.1,2425826884,67547,2425604
16-02-2017,991,1013.9,990.05,1012.1,6437217885,114268,6407929
15-02-2017,989.2,998.8,968.8,981.8,3573754984,69110,3629743
14-02-2017,980,989,972.35,987.7,4589393176,93050,4669409
13-02-2017,972.85,986.1,962.85,984.35,6714084291,115322,6862134
10-02-2017,946.25,972,943.3,968.3,5878867733,147110,6126226
09-02-2017,937,950,936.55,946,5623726244,212836,5953633
08-02-2017,936,944.1,932.45,936.5,2959255451,104030,3159981
07-02-2017,933,949.8,928.55,942.25,4343703630,78781,4634001
06-02-2017,937.25,943.75,930.55,935.25,3148362599,90322,3363967
03-02-2017,933.8,940.9,921.05,936.1,3916979843,136814,4211979
02-02-2017,917,945,910.1,935.9,5510613427,123387,5914134
01-02-2017,921.1,923.2,905.15,916.75,5268375697,170177,5765891
31-01-2017,941.5,941.5,904.35,928.6,11132572522,275395,12034267
30-01-2017,937.5,951.5,928.85,949.35,5363833728,147702,5684604
27-01-2017,933.85,947.55,901.15,942.15,4994263503,119331,5317569
25-01-2017,946.1,946.8,934.8,936.6,4688355349,123432,4989045
24-01-2017,950,950,940.1,945.55,3221953219,101476,3413005
23-01-2017,945,958,940,952.7,3789278960,116065,3974290
20-01-2017,950,953.15,946,948.7,4329702970,106341,4562371
19-01-2017,951,959.6,948.1,958.1,4234068518,139441,4438240
18-01-2017,958.1,961,949.8,950.8,2844323919,109771,2976481
17-01-2017,956.25,964,952.4,955.4,2663386306,80315,2780047
16-01-2017,965,965.45,952.45,955.65,5923132618,139257,6175686
13-01-2017,1030,1040,962.7,975.8,15527153070,327113,15638123
12-01-2017,977.55,1004.4,977.55,1000.05,5882574394,152968,5927870
11-01-2017,974.2,978.45,963.95,969.1,5923561832,192442,6120787
10-01-2017,977,981,967.95,970.55,5813159905,97596,5969927
09-01-2017,972.25,976.95,965,970.35,5109833703,86963,5272846
06-01-2017,994.9,998.85,968.05,972.25,7007392619,171262,7196724
05-01-2017,1001.6,1009.5,988.75,996.15,4104325150,100603,4103537
04-01-2017,995.05,1004.2,992.25,997.75,3533038015,99650,3536793
03-01-2017,1004.1,1004.9,982,993.85,3354225264,113621,3389241
02-01-2017,1011.1,1012.95,999.35,1001.1,1172694416,28829,1167611
30-12-2016,998,1012,992.75,1010.6,3659012156,100569,3633884
29-12-2016,1003.75,1008,988.15,992.35,3113451672,92963,3120062
28-12-2016,1002.95,1009.8,995,998.5,2747039845,81224,2738408
27-12-2016,982.75,1001.9,980,998.95,2439426051,57508,2456408
26-12-2016,988,994,975.1,982.75,1580049960,47565,1606914
23-12-2016,984.9,1006.6,973.6,988.45,3616211974,87394,3653018
22-12-2016,1002.5,1007,969.5,984.7,3487409630,109425,3530027
21-12-2016,1016,1022,998.25,1001.55,3715406428,85526,3671988
20-12-2016,1002,1019,1001.3,1012.15,3866136668,121711,3818249
19-12-2016,1006.1,1008.25,994.1,1004.65,2063821245,52933,2062067
16-12-2016,1003.8,1009.7,997.75,1005.15,3232002246,93462,3218371
15-12-2016,997.4,1018.95,989,992.35,4014289728,107209,3983208
14-12-2016,991,1004.95,984.1,999.75,2682939452,63665,2691307
13-12-2016,980.5,992.85,971.1,990.2,2388175697,71109,2427141
12-12-2016,982.8,982.8,965.2,977.35,2599982626,74619,2672510
09-12-2016,985,1008.15,981.5,989.35,4304149911,121111,4324192
08-12-2016,970.05,986.1,970.05,984.65,2920977613,83482,2970831
07-12-2016,968,973,960.2,966.4,1637934319,77351,1692990
06-12-2016,961.8,979.5,961.65,966.5,1729462850,64774,1781055
05-12-2016,965.9,968.6,958,961.65,1759944182,57931,1829788
02-12-2016,964.8,969.6,961.1,964.5,2150941267,130557,2226614
01-12-2016,976,983.55,967,975.6,2247777694,68019,2305795
30-11-2016,973,977,961.05,975.55,4137474120,99676,4250459
29-11-2016,978.8,984.7,967.1,972.6,2991717837,84322,3062753
28-11-2016,979.3,983.45,970.6,979.75,3602267991,114279,3682856
25-11-2016,930.45,985,930.45,977.5,6137814601,206134,6315690
24-11-2016,928.2,939.9,923.3,930.3,7817314314,131479,8390322
23-11-2016,922.1,922.9,912.45,920.25,3790922746,130883,4125893
22-11-2016,916.9,928.65,911.65,914.2,2517129608,106048,2741563
21-11-2016,926.9,926.9,906.95,911.1,3647743382,129057,3970284
18-11-2016,930,933.25,917.5,920,2796602729,121639,3020114
17-11-2016,934.25,949,926.4,929.8,2676845191,117685,2853365
16-11-2016,930,956.85,928.55,940.9,5782269259,177387,6111308
15-11-2016,924,939.95,908.55,923.55,4270173169,290307,4617925
11-11-2016,940,945,918.7,921.55,3290317525,91104,3548391
10-11-2016,962.5,962.5,935,939.4,3440236246,110042,3643665
09-11-2016,930,974.6,901,958.3,6068657393,150348,6382079
08-11-2016,986.9,987.75,970.6,982.6,2576778481,75639,2630554
07-11-2016,985,986,975,977.95,2224535618,62718,2268836
04-11-2016,967,979.2,961,971,2914529709,123012,3002774
03-11-2016,981.05,982,965.1,966.85,2534834117,132420,2612554
02-11-2016,984.8,987.5,980,981.05,2641723819,105692,2688597
01-11-2016,1006.8,1006.8,986.4,989.45,3142237325,126304,3166399
30-10-2016,1001,1005.95,999.8,1002.1,319718260.7,14192,319036
28-10-2016,1005.2,1010,993.15,997.5,2916078942,76622,2920353
27-10-2016,1017.9,1017.95,1001.1,1003.5,3639452891,103905,3613895
26-10-2016,1017,1019.85,1009.3,1014.2,1406142594,49773,1387608
25-10-2016,1036.5,1038.9,1015.2,1017.2,2881233443,80752,2818007
24-10-2016,1037.5,1042.7,1025.5,1027.1,1495478010,44094,1451487
21-10-2016,1035,1041,1022.5,1038.3,2001515443,59548,1931810
20-10-2016,1044.75,1050.7,1033.8,1036.65,1837490210,53760,1767745
19-10-2016,1042,1045.7,1036,1041.8,1828720112,46788,1754918
18-10-2016,1030,1040.5,1027.3,1039.05,3300781474,64906,3194067
17-10-2016,1034.95,1041.8,1017.35,1022.4,4121892313,74006,4007429
14-10-2016,1052.9,1082.7,996.25,1027.15,17332866114,374818,16730845
13-10-2016,1021.4,1058,1021.4,1052.35,5126616164,144394,4889345
10-10-2016,1017,1031.75,1010,1029.95,2770559297,64262,2706585
07-10-2016,1029.95,1033.8,1010.1,1012.55,3197411006,134156,3144279
06-10-2016,1045,1045,1025.95,1027.4,1915811566,82909,1860941
05-10-2016,1049.2,1049.85,1037,1041.5,1201412564,49296,1153787
04-10-2016,1040,1051.4,1038.3,1049.2,2646274899,53736,2533293
03-10-2016,1035.5,1040,1026.1,1038.1,1891074154,64407,1828080
30-09-2016,1031.1,1043.9,1031.1,1036.05,3379989891,66361,3251177
29-09-2016,1044.95,1044.95,1024,1029.2,4591119674,79293,4451319
28-09-2016,1040,1042.3,1033.25,1038.95,2820298182,45609,2717354
27-09-2016,1035.05,1049.9,1033.35,1039.75,3401748998,62988,3262830
26-09-2016,1042.75,1044,1031,1035.9,3300515054,80536,3185899
23-09-2016,1057,1058.8,1040,1042.55,2729960271.05,57629,2602647
22-09-2016,1059,1061,1052,1058.8,1918861654,80240,1814757
21-09-2016,1054,1061.25,1051.05,1055.75,2235039198,68813,2115766
20-09-2016,1053.3,1057.15,1045.75,1050.15,2210615656,90429,2107002
19-09-2016,1046,1068.9,1041.35,1061.2,3083488888,70094,2904577
16-09-2016,1049,1064.5,1038.1,1060.15,5247899728,98707,4974692
15-09-2016,1045.6,1046.8,1035.35,1042.2,2442780874,53602,2350861
14-09-2016,1053.95,1057.8,1040.65,1045.6,2709659227,79152,2576209
12-09-2016,1025.25,1058,1025.25,1054,3265470607,104493,3101548
09-09-2016,1037,1041,1026.55,1035.5,2612343990,96783,2526719
08-09-2016,1045,1045,1024,1037.65,4698542573,108004,4546387
07-09-2016,1048,1059,1044,1054.35,3909393157,103327,3712735
06-09-2016,1038.25,1048.9,1035.6,1045,4291968460,105919,4107522
02-09-2016,1039.05,1040,1026.2,1031.85,1720872550,67456,1666296
01-09-2016,1038,1040.45,1032,1037.55,1491112695,48366,1438913
31-08-2016,1037.1,1045.75,1027.8,1035.85,5777732671,131672,5569907
30-08-2016,1032.45,1045,1025,1040.4,2264785516,76218,2187719
29-08-2016,1017.6,1030,1011,1022.8,2658142523,137001,2610141
26-08-2016,1036,1046,1017.05,1020.25,3536957213,144271,3440527
25-08-2016,1055,1057.6,1032.1,1036.15,2497389786,67028,2398281
24-08-2016,1047,1062.05,1047,1057.4,3236633964,118286,3064983
23-08-2016,1020.1,1042,1020.1,1039.65,3828422615,135014,3703069
22-08-2016,1018,1030,1009.1,1015.45,5200200616,184159,5126759
19-08-2016,1030,1039,1018.45,1021.3,2919222195,132229,2843008
18-08-2016,1036.5,1039.1,1021.5,1023.4,4338343575,113563,4217000
17-08-2016,1049.95,1052.65,1030.5,1033.3,3424334724,134252,3299658
16-08-2016,1042,1058.05,1028,1051.8,8598374852,177774,8214704
12-08-2016,1075.05,1078.8,1060,1062.55,3983911355,116371,3724964
11-08-2016,1081.7,1095,1075.25,1077.35,2724633995,68282,2519276
10-08-2016,1076,1087.9,1075.2,1082.35,3013968179,72781,2788227
09-08-2016,1077,1084.5,1071.5,1083.4,3883365580,79692,3596332
08-08-2016,1069,1081,1062.55,1078.7,2495374580,86035,2321532
05-08-2016,1072,1073.45,1060,1068,2992534286,98969,2804984
04-08-2016,1086.4,1086.9,1070.05,1071.8,2277331567,64592,2118639
